vaalipiiri,puolue,"Suomen pitää olla edelläkävijä ilmastonmuutoksen vastaisessa taistelussa, vaikka se aiheuttaisi suomalaisille kustannuksia.",Suomen ei pidä kiirehtiä kieltämään uusien bensa- ja dieselautojen myyntiä.,Valtion pitää ohjata suomalaiset syömään vähemmän lihaa esimerkiksi verotuksen avulla.,Metsiä hakataan Suomessa liikaa.,"Kun valtion menoja ja tuloja tasapainotetaan, se on tehtävä mieluummin menoja karsimalla kuin veroja kiristämällä.","Sosiaaliturvaa tulee kehittää niin, että osa nykyisistä tuista korvataan kaikille työikäisille maksettavalla, vastikkeettomalla perustulolla.",Euron ulkopuolella Suomi pärjäisi paremmin.,Sosiaali- ja terveyspalvelut on tuotettava ensisijaisesti julkisina palveluina.,Vanhustenhoidon ulkoistamista yksityisille toimijoille tulee lisätä.,Parantumattomasti sairaalla on oltava oikeus eutanasiaan.,Sukupuolen korjaamisen tulee olla mahdollista myös alle 18-vuotiaille.,Viinit ja vahvat oluet pitää saada ruokakauppoihin.,Energiajuomien myyminen alle 15-vuotiaille on kiellettävä. ,"Nuuskan, purutupakan ja nenänuuskan matkustajatuonnin raja lasketaan 1000 grammasta 100 grammaan vuorokaudessa.","Perhevapaita pitää uudistaa niin, että vapaat jakautuvat tasan vanhempien kesken.",Oppivelvollisuus pitää ulottaa myös ammatilliseen koulutukseen ja lukioon.,"Koulujen kesälomia tulee siirtää kahdella viikolla niin, että ne alkavat kesäkuun puolivälissä ja päättyvät elokuun lopulla.",Korkeakoulujen määrää pitää vähentää ja vapautuneet voimavarat käyttää huippuopetukseen ja -tutkimukseen.,Maahanmuuttajien määrän kasvu on lisännyt turvattomuutta Suomessa.,Sosiaali- ja terveyspalveluiden rahoittaminen vaatii työperäisen maahanmuuton merkittävää lisäämistä.,Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,Vihapuhe tulee määritellä ja asettaa rangaistavaksi rikoslaissa.,Perinteiset arvot ovat hyvän elämän perusta.,Suomessa tarvitaan nyt koviakin keinoja järjestyksen ja tavallisten ihmisten puolustamiseksi.,"On oikein, että yhteiskunnassa jotkut ryhmät ovat paremmassa asemassa kuin toiset. ",Suomen lakien pitäisi nykyistä vapaammin antaa ihmisten tehdä omat ratkaisunsa ja kantaa niiden seuraukset.,Poliitikon velvollisuus on ennen kaikkea ajaa omien äänestäjiensä etuja.,"On olemassa pyhiä tai muuten yksilöä suurempia asioita, joita täytyy puolustaa silloinkin, kun se vaatii omien etujen uhraamista.","On oikein nähdä vaivaa sen eteen, ettei vahingossakaan loukkaa toista."
Keski-Suomen vaalipiiri,Sininen tulevaisuus,2,4,2,2,4,2,1,4,2,4,2,2,4,4,2,4,5,4,1,5,2,5,5,2,2,2,2,5,4
Keski-Suomen vaalipiiri,Sininen tulevaisuus,4,5,1,4,2,5,2,5,2,1,1,1,5,5,1,1,5,1,5,2,2,5,5,4,2,2,2,5,4
Keski-Suomen vaalipiiri,Sininen tulevaisuus,2,5,1,2,4,2,1,5,2,5,5,5,5,5,1,5,5,2,4,5,1,5,5,4,2,4,5,5,5
Keski-Suomen vaalipiiri,Sininen tulevaisuus,4,5,1,2,4,1,2,2,2,4,2,2,4,2,1,2,2,2,5,2,2,4,5,4,2,4,2,4,4
Keski-Suomen vaalipiiri,Sininen tulevaisuus,4,5,1,2,5,2,2,4,2,5,2,5,4,4,4,4,2,2,2,2,1,4,5,2,4,4,4,4,4
Keski-Suomen vaalipiiri,Sininen tulevaisuus,2,5,2,2,4,2,2,4,2,5,1,4,5,2,2,1,5,2,4,2,2,5,4,2,2,4,4,5,4
Keski-Suomen vaalipiiri,Seitsemän tähden liike,1,5,1,2,2,1,5,5,2,5,1,5,2,2,1,2,4,1,5,1,1,1,4,4,4,2,5,5,4
Keski-Suomen vaalipiiri,Kristillisdemokraatit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Keski-Suomen vaalipiiri,Kristillisdemokraatit,4,4,4,1,4,1,2,2,1,1,1,1,5,5,2,1,5,2,5,4,2,5,5,2,2,1,2,5,5
Keski-Suomen vaalipiiri,Kokoomus,4,4,1,1,4,1,1,4,2,2,1,2,5,2,5,5,1,2,4,4,4,5,5,5,2,1,4,4,5
Keski-Suomen vaalipiiri,Kristillisdemokraatit,4,2,4,2,2,2,4,4,4,2,2,2,4,4,4,4,2,2,4,4,4,4,4,4,4,2,2,4,4
Keski-Suomen vaalipiiri,Kristillisdemokraatit,2,5,2,1,4,2,4,5,2,1,1,1,5,5,1,2,4,2,5,2,1,1,5,4,2,2,2,5,5
Keski-Suomen vaalipiiri,Suomen Kommunistinen Puolue,5,4,4,5,1,1,5,5,1,5,5,4,2,1,4,5,1,1,2,2,1,2,4,1,1,4,5,2,5
Keski-Suomen vaalipiiri,Piraattipuolue,4,4,4,4,4,5,2,4,2,5,4,5,2,2,4,4,4,2,4,2,2,2,4,1,4,5,2,4,
Keski-Suomen vaalipiiri,Kristillisdemokraatit,4,5,1,2,4,1,2,4,2,1,1,1,5,5,1,2,4,1,5,1,1,4,5,4,4,1,4,4,4
Keski-Suomen vaalipiiri,Perussuomalaiset,1,5,1,1,5,1,2,5,1,2,5,2,5,5,2,4,1,1,5,1,1,4,5,5,4,1,1,4,5
Keski-Suomen vaalipiiri,Sininen tulevaisuus,2,4,2,4,4,5,2,4,2,2,1,5,5,1,4,4,5,2,4,1,4,4,4,4,1,2,2,4,4
Keski-Suomen vaalipiiri,Kokoomus,4,5,1,2,4,2,1,4,2,1,2,1,5,5,5,4,4,2,2,5,2,5,5,2,1,1,2,4,5
Keski-Suomen vaalipiiri,Perussuomalaiset,1,5,1,1,5,4,5,4,1,5,1,5,4,2,1,4,2,2,5,1,2,1,5,4,2,5,4,5,4
Keski-Suomen vaalipiiri,Kristillisdemokraatit,4,4,4,2,4,2,2,4,2,1,2,2,4,4,2,4,2,2,2,4,2,4,4,2,,4,2,4,4
Keski-Suomen vaalipiiri,Sininen tulevaisuus,1,5,1,1,1,5,1,5,1,5,1,5,5,1,5,5,5,1,5,1,1,5,5,5,1,1,5,1,1
Keski-Suomen vaalipiiri,Eläinoikeuspuolue,4,4,5,5,4,4,4,4,1,,,1,5,,4,,1,1,,1,1,,4,5,1,4,,5,1
Keski-Suomen vaalipiiri,Vihreät,5,1,5,4,2,5,,5,1,4,4,4,5,4,4,5,2,1,2,4,2,5,4,1,4,2,2,5,5
Keski-Suomen vaalipiiri,Kansalaispuolue,1,5,1,1,5,5,5,5,1,5,1,5,5,1,4,1,1,1,5,1,1,1,5,5,1,1,5,1,1
Keski-Suomen vaalipiiri,Kansalaispuolue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Keski-Suomen vaalipiiri,Perussuomalaiset,2,5,2,1,4,2,5,5,1,1,1,2,4,4,1,2,2,2,5,2,2,4,5,4,1,4,4,5,5
Keski-Suomen vaalipiiri,Vihreät,4,2,4,4,2,5,2,5,2,4,1,2,5,4,4,5,4,1,2,2,1,4,4,2,1,4,2,5,4
Keski-Suomen vaalipiiri,Kansalaispuolue,2,4,2,2,2,2,4,5,1,4,2,4,4,4,2,4,4,2,4,2,2,2,4,4,4,4,5,4,5
Keski-Suomen vaalipiiri,Kansalaispuolue,1,5,1,1,1,5,5,5,1,5,1,1,5,1,1,4,1,1,5,1,1,1,5,5,1,5,5,1,2
Keski-Suomen vaalipiiri,Sininen tulevaisuus,4,5,1,2,5,1,4,5,5,5,1,5,1,5,2,4,1,1,2,2,1,1,5,4,1,1,5,1,4
Keski-Suomen vaalipiiri,Seitsemän tähden liike,1,5,1,1,2,2,4,5,2,4,1,1,5,5,2,4,4,2,5,2,1,1,5,4,4,4,2,4,4
Keski-Suomen vaalipiiri,Vasemmistoliitto,5,1,4,4,1,5,2,5,1,4,5,2,2,2,5,5,4,1,1,4,2,4,2,2,1,2,2,4,5
Keski-Suomen vaalipiiri,Feministinen puolue,5,2,5,5,1,5,2,5,1,4,5,2,2,2,5,5,4,2,1,4,1,5,1,1,1,2,1,5,5
Keski-Suomen vaalipiiri,Kokoomus,4,4,2,1,5,2,1,2,2,4,4,5,2,4,5,2,4,2,2,4,2,4,4,4,4,4,4,5,5
Keski-Suomen vaalipiiri,Liike Nyt,4,4,2,2,4,2,2,4,2,4,2,4,5,4,5,4,4,2,4,4,2,4,4,4,2,2,2,4,4
Keski-Suomen vaalipiiri,Vasemmistoliitto,5,2,4,5,1,5,1,5,1,5,4,1,2,5,5,5,4,1,2,4,1,5,5,1,1,1,5,4,4
Keski-Suomen vaalipiiri,Piraattipuolue,4,4,4,2,4,5,2,4,2,5,4,5,1,1,2,1,4,1,2,2,4,1,2,1,1,4,4,5,4
Keski-Suomen vaalipiiri,Sitoutumaton,4,5,1,4,5,4,2,4,2,5,1,5,4,2,2,2,4,2,4,4,4,1,4,2,2,4,2,4,2
Keski-Suomen vaalipiiri,Suomen Kommunistinen Puolue,5,4,4,5,2,2,5,5,1,4,4,2,5,5,4,4,4,2,1,2,1,5,5,1,1,2,1,5,5
Keski-Suomen vaalipiiri,Vihreät,5,1,5,5,4,5,2,4,2,5,2,4,2,4,2,5,2,4,2,5,2,,2,2,2,4,1,5,4
Keski-Suomen vaalipiiri,SDP,4,4,1,1,2,4,2,5,1,2,1,2,5,2,5,5,4,2,4,2,2,4,4,2,1,1,2,4,4
Keski-Suomen vaalipiiri,Keskusta,2,5,2,1,4,4,4,4,2,1,1,1,4,,2,4,,2,4,4,2,4,4,2,2,4,4,5,4
Keski-Suomen vaalipiiri,Kokoomus,2,4,1,2,4,2,1,2,2,,2,4,4,2,4,1,4,1,,2,4,,4,2,,,4,2,4
Keski-Suomen vaalipiiri,Perussuomalaiset,4,5,1,1,1,2,2,5,1,4,2,5,4,4,4,4,5,2,5,1,1,4,5,2,2,4,5,4,5
Keski-Suomen vaalipiiri,Piraattipuolue,2,5,2,1,4,5,1,4,4,5,1,2,4,2,4,5,4,2,4,2,4,4,4,,1,,5,,4
Oulun vaalipiiri,Keskusta,1,5,1,1,4,2,1,2,2,4,1,4,5,5,2,4,5,1,4,5,1,4,5,4,4,1,4,2,4
Oulun vaalipiiri,Vihreät,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oulun vaalipiiri,Piraattipuolue,4,2,5,2,4,5,2,4,,5,4,5,2,1,1,1,2,1,4,4,4,1,2,2,4,4,1,4,5
Oulun vaalipiiri,Piraattipuolue,4,4,4,2,4,5,1,4,2,5,2,5,4,1,4,5,4,2,2,4,4,1,1,2,2,5,2,4,4
Oulun vaalipiiri,Vihreät,5,1,5,5,2,5,1,4,2,5,2,1,5,5,5,5,1,1,1,5,1,5,4,1,1,1,4,5,5
Oulun vaalipiiri,Liike Nyt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oulun vaalipiiri,Vihreät,5,1,5,5,2,5,1,5,1,5,2,4,,,4,5,5,1,1,5,1,5,1,1,1,1,1,5,5
Oulun vaalipiiri,Vihreät,5,1,5,4,2,5,1,5,1,5,5,2,4,4,4,4,2,2,2,4,2,4,1,1,1,4,1,5,5
Oulun vaalipiiri,Liike Nyt,4,5,1,2,5,4,2,5,1,5,1,5,5,1,5,5,4,1,5,1,4,1,4,5,1,5,2,4,4
Oulun vaalipiiri,Vihreät,5,1,4,5,1,5,1,5,1,2,2,5,5,4,5,5,2,1,1,4,1,5,4,1,1,1,4,5,5
Oulun vaalipiiri,SDP,2,4,2,2,4,2,4,5,1,5,1,4,5,4,5,5,4,1,4,1,1,5,5,2,1,2,1,5,5
Oulun vaalipiiri,SDP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oulun vaalipiiri,SDP,4,2,1,2,4,1,1,5,1,5,1,1,5,4,2,5,4,1,4,4,2,5,5,5,2,4,4,5,4
Oulun vaalipiiri,Sitoutumaton,1,5,1,5,4,2,4,4,1,,2,1,2,,5,1,1,,4,-,1,1,5,4,1,5,1,5,
Oulun vaalipiiri,SDP,4,2,2,4,2,2,1,4,1,4,4,4,2,1,2,5,4,1,2,2,1,5,5,2,2,2,2,4,2
Oulun vaalipiiri,SDP,2,4,1,2,2,4,2,5,1,5,2,2,5,1,4,4,4,1,4,4,1,5,5,5,1,2,2,5,5
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,5,1,2,5,1,5,1,5,5,2,1,5,5,2,5,1,4,2,5,5,4,,5,5,4
Oulun vaalipiiri,Kokoomus,4,4,4,4,5,1,1,2,4,2,2,4,5,4,5,1,1,4,2,4,5,2,5,2,4,1,4,5,2
Oulun vaalipiiri,Kokoomus,4,5,2,2,5,2,2,2,4,4,2,5,2,1,2,2,4,2,5,2,5,2,5,5,2,5,4,2,4
Oulun vaalipiiri,Kokoomus,4,5,2,1,4,1,1,2,4,5,2,5,5,5,2,5,5,2,4,1,2,5,5,1,1,2,1,5,2
Oulun vaalipiiri,Kokoomus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oulun vaalipiiri,SDP,5,4,1,2,2,2,1,5,4,5,4,1,5,5,5,5,4,2,1,5,1,5,5,1,1,1,1,5,5
Oulun vaalipiiri,Vihreät,5,2,5,4,1,5,1,5,1,5,4,2,5,4,5,5,4,2,2,4,1,5,2,1,1,1,2,4,4
Oulun vaalipiiri,Feministinen puolue,5,2,5,4,2,5,2,5,1,4,5,2,4,2,5,4,4,2,1,4,1,5,1,1,1,2,1,5,4
Oulun vaalipiiri,Vasemmistoliitto,5,2,2,5,1,5,4,5,1,4,4,2,5,1,5,5,4,2,2,2,1,4,4,4,1,2,2,4,5
Oulun vaalipiiri,Vasemmistoliitto,5,2,4,4,2,5,4,5,1,5,4,2,4,1,4,5,5,1,1,2,1,4,2,1,1,1,5,5,4
Oulun vaalipiiri,Vihreät,5,2,5,5,4,5,2,5,1,5,5,1,4,4,5,5,4,1,1,5,2,5,2,1,1,2,1,5,5
Oulun vaalipiiri,Vasemmistoliitto,4,4,2,2,1,5,4,5,1,5,4,2,5,2,4,4,5,1,2,2,1,4,4,1,1,1,4,5,4
Oulun vaalipiiri,SDP,4,4,2,2,2,4,2,5,2,5,4,5,5,4,5,5,4,1,2,2,1,5,4,4,1,4,4,5,4
Oulun vaalipiiri,SDP,5,1,1,1,2,1,1,5,1,5,1,5,5,1,4,5,5,1,2,1,1,5,4,2,1,1,5,,5
Oulun vaalipiiri,SDP,2,5,4,2,2,4,1,5,2,5,5,2,4,4,5,5,4,2,2,4,2,5,4,2,1,4,4,4,5
Oulun vaalipiiri,SDP,5,2,4,2,1,4,2,5,1,5,5,2,5,4,5,5,4,1,1,4,1,5,1,1,1,2,4,2,5
Oulun vaalipiiri,SDP,5,1,4,2,2,1,1,5,2,2,2,1,4,5,5,5,4,2,2,2,1,5,2,2,1,4,1,2,5
Oulun vaalipiiri,SDP,2,5,1,1,4,2,1,5,1,4,1,5,5,5,5,5,4,4,4,5,1,5,5,4,1,1,1,5,5
Oulun vaalipiiri,Perussuomalaiset,2,4,2,2,4,2,2,4,2,4,2,4,4,2,4,2,2,2,4,4,2,2,4,4,4,2,4,4,4
Oulun vaalipiiri,Perussuomalaiset,2,4,2,1,4,2,4,4,2,4,2,4,4,4,2,2,4,2,5,4,2,4,5,4,2,2,4,2,4
Oulun vaalipiiri,Perussuomalaiset,2,4,1,2,2,4,4,4,2,4,4,5,5,4,2,2,4,2,4,1,2,2,5,5,1,1,4,4,4
Oulun vaalipiiri,Perussuomalaiset,2,5,1,2,4,2,4,5,1,5,4,4,4,4,2,4,4,2,5,2,2,2,5,5,1,1,4,4,4
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,5,2,5,5,1,5,1,5,4,1,1,2,4,1,5,1,2,1,5,5,2,4,4,5,2
Oulun vaalipiiri,Perussuomalaiset,1,5,1,4,4,1,5,4,1,2,1,5,5,1,4,1,2,1,5,2,1,2,5,4,2,4,5,5,2
Oulun vaalipiiri,Perussuomalaiset,1,4,1,2,4,1,2,5,1,2,4,4,4,5,1,2,4,1,4,1,2,2,4,2,1,,4,2,2
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,4,2,5,5,1,5,1,5,4,1,4,5,5,2,5,1,1,1,5,5,4,5,5,5,2
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,5,2,5,4,1,5,1,5,2,1,1,2,4,1,5,1,1,1,5,5,2,4,4,5,1
Oulun vaalipiiri,Kokoomus,4,5,1,1,5,1,1,2,2,4,1,5,,4,1,4,5,4,5,4,5,2,5,5,5,4,4,5,5
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,5,1,5,5,1,1,1,5,2,1,1,4,5,1,5,1,1,1,5,5,1,5,5,5,2
Oulun vaalipiiri,Perussuomalaiset,1,1,1,2,4,4,,5,2,4,1,5,5,1,1,5,4,2,5,1,1,1,4,5,1,4,5,,4
Oulun vaalipiiri,Perussuomalaiset,2,4,2,2,4,4,4,4,2,4,2,2,4,2,2,4,2,2,4,2,2,2,4,4,2,4,2,4,4
Oulun vaalipiiri,Perussuomalaiset,2,5,1,1,4,2,4,4,2,,2,2,2,1,2,4,4,2,4,2,1,2,4,2,2,4,2,4,4
Oulun vaalipiiri,Piraattipuolue,4,5,2,2,5,5,1,4,2,5,1,5,1,1,4,2,4,4,4,4,5,2,2,1,4,4,2,4,4
Oulun vaalipiiri,Vasemmistoliitto,4,5,1,1,2,5,4,5,1,5,1,4,5,1,4,5,4,2,1,4,1,5,5,1,1,2,1,4,4
Oulun vaalipiiri,Vasemmistoliitto,4,2,4,2,1,4,2,5,1,4,4,4,2,2,4,4,2,2,2,2,1,4,4,2,2,2,2,4,4
Oulun vaalipiiri,Vasemmistoliitto,4,5,2,1,2,5,4,5,1,5,2,2,5,5,5,5,5,1,2,1,1,5,4,2,1,1,5,4,5
Oulun vaalipiiri,Vasemmistoliitto,2,4,2,2,2,4,2,5,2,4,2,4,4,2,4,4,4,2,4,2,1,4,4,4,1,2,2,4,4
Oulun vaalipiiri,Kristillisdemokraatit,4,5,4,4,2,5,2,5,1,1,1,1,5,2,1,2,1,2,4,2,2,2,5,4,4,2,1,5,5
Oulun vaalipiiri,Kristillisdemokraatit,1,5,2,1,4,1,2,5,1,1,1,1,4,2,1,2,2,2,5,2,2,2,5,4,2,2,4,4,4
Oulun vaalipiiri,Vasemmistoliitto,5,4,4,4,2,5,1,5,1,5,1,2,5,2,4,5,2,1,2,2,1,5,2,2,1,1,4,5,5
Oulun vaalipiiri,Vasemmistoliitto,4,2,4,2,2,5,2,5,1,4,4,2,5,2,2,5,4,1,4,4,2,4,5,4,1,4,4,5,4
Oulun vaalipiiri,Kristillisdemokraatit,4,5,1,1,5,1,2,5,2,2,1,2,5,4,1,5,5,1,5,1,5,2,5,2,1,1,5,5,2
Oulun vaalipiiri,Vasemmistoliitto,5,2,4,2,2,5,1,5,1,5,2,1,5,5,4,5,2,1,1,4,1,5,4,1,1,1,4,4,5
Oulun vaalipiiri,Vasemmistoliitto,4,4,4,5,2,4,2,5,1,5,5,5,5,5,4,5,5,2,2,4,1,4,4,2,2,2,4,4,4
Oulun vaalipiiri,Vasemmistoliitto,5,4,4,4,2,5,2,5,1,5,4,2,4,2,5,5,2,1,2,5,1,5,2,2,1,2,4,4,4
Oulun vaalipiiri,Vasemmistoliitto,4,5,5,4,2,5,1,4,4,5,5,4,5,4,1,5,4,5,1,5,2,5,2,1,1,2,1,4,4
Oulun vaalipiiri,Keskusta,4,4,2,2,4,2,2,5,2,2,2,2,4,2,2,4,4,1,4,2,2,4,4,2,2,2,4,4,4
Oulun vaalipiiri,Keskusta,2,5,1,1,4,1,4,5,2,2,2,1,5,5,4,5,4,1,4,4,4,5,5,4,1,1,1,5,5
Oulun vaalipiiri,Keskusta,4,5,1,1,2,2,1,5,1,1,2,1,5,4,4,4,5,1,4,4,1,4,5,4,1,2,2,5,5
Oulun vaalipiiri,Kokoomus,2,5,1,1,5,1,2,4,2,1,1,1,5,4,1,1,4,4,5,5,4,4,5,4,1,2,2,5,5
Oulun vaalipiiri,Kokoomus,4,5,1,2,5,1,1,2,2,5,1,5,5,2,5,2,5,2,4,4,4,5,4,1,1,4,1,2,5
Oulun vaalipiiri,Kokoomus,2,5,1,1,4,2,2,2,4,5,2,5,2,2,2,2,2,2,5,4,4,4,4,4,2,4,2,4,4
Oulun vaalipiiri,SDP,4,4,2,2,4,2,1,5,1,4,2,1,4,2,2,4,4,1,4,5,2,5,4,2,1,1,1,4,5
Oulun vaalipiiri,Kokoomus,4,4,2,1,5,1,2,2,2,4,2,4,5,5,5,2,4,2,2,4,5,4,5,2,2,4,1,5,5
Oulun vaalipiiri,Kokoomus,2,5,2,2,4,2,1,4,2,4,4,4,4,2,2,1,4,2,2,4,4,4,4,2,1,5,2,5,5
Oulun vaalipiiri,Itsenäisyyspuolue,4,,2,4,4,4,5,4,2,1,1,4,4,1,2,,2,,2,1,1,4,5,2,2,,,4,4
Oulun vaalipiiri,Itsenäisyyspuolue,2,5,2,5,5,5,5,5,1,5,1,4,5,5,5,5,5,1,5,1,1,1,4,5,1,5,5,2,5
Oulun vaalipiiri,Kristillisdemokraatit,5,4,4,2,4,2,2,4,2,1,1,1,5,5,1,4,1,1,2,2,2,5,5,2,4,2,2,5,4
Oulun vaalipiiri,Kristillisdemokraatit,2,5,1,2,2,4,4,5,1,1,1,1,5,5,1,4,4,2,4,2,1,5,5,2,2,2,4,5,5
Oulun vaalipiiri,Kristillisdemokraatit,4,5,1,1,2,1,2,4,2,1,1,5,4,5,1,1,4,1,4,1,2,4,5,2,2,1,2,4,1
Oulun vaalipiiri,Kristillisdemokraatit,4,4,1,2,4,5,4,4,2,1,1,1,5,5,1,4,2,1,4,2,1,4,5,4,1,2,2,5,5
Oulun vaalipiiri,Kristillisdemokraatit,5,4,5,4,4,1,4,4,1,1,1,1,5,5,1,4,4,2,2,4,5,5,5,1,1,1,1,5,5
Oulun vaalipiiri,Kristillisdemokraatit,5,4,2,4,4,4,4,5,1,1,1,1,5,5,5,5,4,4,5,2,1,4,5,5,1,4,4,5,4
Oulun vaalipiiri,Kristillisdemokraatit,2,4,2,2,4,5,1,4,1,1,1,1,5,,1,2,2,2,5,2,1,5,5,2,1,1,2,4,4
Oulun vaalipiiri,Kristillisdemokraatit,2,5,4,1,4,2,1,4,2,1,1,2,2,4,1,1,2,1,5,1,1,5,5,5,5,1,2,5,4
Oulun vaalipiiri,Kristillisdemokraatit,4,2,4,4,5,1,2,4,2,1,1,1,5,5,1,2,4,2,4,2,2,2,5,2,1,2,4,5,4
Oulun vaalipiiri,Seitsemän tähden liike,1,5,1,4,1,4,5,5,1,4,1,4,5,1,4,1,4,4,5,1,1,1,5,5,2,4,5,4,5
Oulun vaalipiiri,Seitsemän tähden liike,2,5,1,2,4,1,5,5,4,4,1,5,5,5,1,4,1,1,5,1,1,1,5,5,4,5,4,5,5
Oulun vaalipiiri,Seitsemän tähden liike,1,5,1,1,1,2,5,4,2,,2,5,4,4,4,4,,2,4,2,1,4,5,5,1,4,4,,4
Oulun vaalipiiri,Seitsemän tähden liike,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oulun vaalipiiri,Vasemmistoliitto,5,4,4,2,2,5,2,5,1,4,4,2,5,2,5,4,2,2,2,2,1,5,5,2,1,2,4,5,4
Oulun vaalipiiri,Seitsemän tähden liike,1,5,1,2,1,1,5,4,1,1,1,1,4,5,1,1,1,1,5,1,1,1,5,2,1,1,1,5,4
Oulun vaalipiiri,Seitsemän tähden liike,2,5,5,1,4,4,5,4,1,2,1,4,5,4,1,4,1,2,5,4,1,2,5,5,1,,5,4,5
Oulun vaalipiiri,Seitsemän tähden liike,1,5,1,1,4,4,5,5,1,2,1,2,2,2,1,2,4,1,5,1,1,1,5,4,2,2,2,5,4
Oulun vaalipiiri,Liike Nyt,4,5,1,4,4,1,4,5,1,5,2,4,5,5,4,5,4,4,4,2,5,4,5,5,1,2,5,4,2
Oulun vaalipiiri,Liike Nyt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Oulun vaalipiiri,Liike Nyt,1,5,1,1,4,4,2,4,2,4,1,5,5,1,1,5,1,1,4,1,2,1,5,4,2,4,5,2,2
Oulun vaalipiiri,Kansalaispuolue,4,4,1,1,2,4,5,5,1,1,1,1,5,5,1,5,5,2,5,4,1,2,5,5,2,2,4,4,5
Oulun vaalipiiri,RKP,4,5,2,2,4,2,2,4,2,4,2,4,5,2,4,1,4,1,2,4,2,5,2,2,2,1,4,4,5
Oulun vaalipiiri,Keskusta,4,4,2,2,4,2,2,4,2,2,1,1,4,4,2,4,4,2,2,2,2,4,5,4,2,2,2,4,5
Oulun vaalipiiri,Keskusta,5,2,4,1,2,2,1,4,2,1,1,5,5,1,2,5,5,1,4,4,1,5,5,2,1,2,4,5,5
Oulun vaalipiiri,Keskusta,4,5,1,1,4,2,2,4,2,2,1,1,5,5,1,5,4,2,4,4,1,4,5,4,2,2,2,5,4
Oulun vaalipiiri,Keskusta,2,5,2,1,4,2,2,4,2,2,2,4,4,2,4,4,4,1,4,4,2,2,4,2,1,4,2,4,4
Oulun vaalipiiri,Keskusta,4,5,2,1,2,2,1,4,2,2,2,2,4,4,4,4,5,2,2,4,2,4,4,2,2,2,2,4,4
Oulun vaalipiiri,Keskusta,2,5,1,1,4,1,1,4,2,2,1,2,5,4,4,4,4,1,5,4,1,5,5,4,4,2,4,4,4
Oulun vaalipiiri,Vihreät,5,2,4,5,1,5,1,5,1,5,2,2,4,5,1,5,1,2,2,2,4,4,2,1,2,1,1,5,5
Oulun vaalipiiri,Vihreät,4,5,2,4,4,4,4,4,1,4,2,2,5,4,4,4,4,1,4,4,2,4,4,4,1,2,4,5,5
Oulun vaalipiiri,Vihreät,5,2,5,4,2,5,2,2,2,4,5,2,5,4,4,5,4,2,2,4,1,4,2,2,1,2,2,4,5
Oulun vaalipiiri,Vihreät,5,2,5,4,2,5,2,4,2,2,5,2,4,,4,5,4,1,2,4,2,5,2,1,2,2,1,4,5
Oulun vaalipiiri,Vihreät,5,4,4,4,4,4,2,5,2,4,4,5,4,4,4,2,4,2,4,2,1,5,4,4,1,4,2,4,5
Oulun vaalipiiri,Vihreät,5,1,4,4,2,5,1,5,1,5,5,5,5,5,5,4,4,1,2,4,2,5,2,1,2,4,2,4,4
Oulun vaalipiiri,Perussuomalaiset,1,4,1,1,2,1,4,4,1,1,1,4,5,5,1,5,5,2,5,2,2,1,5,4,1,1,5,5,4
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,5,4,2,5,1,5,2,5,5,2,2,4,4,1,5,1,2,1,4,4,4,4,2,4,4
Oulun vaalipiiri,Perussuomalaiset,1,5,1,1,5,1,5,4,1,1,1,5,4,1,1,2,4,2,5,1,2,1,5,5,2,4,5,5,2
Oulun vaalipiiri,Vasemmistoliitto,2,5,1,1,4,4,2,5,1,,2,4,4,4,2,2,4,1,2,1,1,5,4,2,2,2,4,4,4
Oulun vaalipiiri,Keskusta,4,5,1,1,4,2,2,5,2,4,1,2,5,4,2,4,4,2,4,5,4,5,5,2,1,2,2,5,5
Oulun vaalipiiri,Seitsemän tähden liike,1,5,1,4,4,1,5,5,1,4,1,4,5,1,5,2,4,1,5,1,1,1,5,2,1,4,4,5,2
